PassengerId,Sex,Pclass,ClassXSex,FamilySize_large,FamilySize_small,FamilySize_solo,FarePerPerson,Age,IsChild,Embarked_C,Embarked_Q,Embarked_S,Embarked_unknown,Title_men,Title_noble,Title_other,Title_women,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_no_cabin,Survived
224,1,3,6,0,0,1,7.8958,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
225,1,1,4,0,1,0,45.0,38.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
226,1,3,6,0,0,1,9.35,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
227,1,2,5,0,0,1,10.5,19.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
228,1,3,6,0,0,1,7.25,20.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
229,1,2,5,0,0,1,13.0,18.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
230,0,3,3,1,0,0,5.0933399999999995,21.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
231,0,1,1,0,1,0,41.7375,35.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
232,1,3,6,0,0,1,7.775,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
233,1,2,5,0,0,1,13.5,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
234,0,3,3,1,0,0,4.483928571428572,5.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
235,1,2,5,0,0,1,10.5,24.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
236,0,3,3,0,0,1,7.55,21.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
237,1,2,5,0,1,0,13.0,44.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
238,0,2,2,0,1,0,8.75,8.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
239,1,2,5,0,0,1,10.5,19.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
240,1,2,5,0,0,1,12.275,33.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
241,0,3,3,0,1,0,7.2271,21.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
242,0,3,3,0,1,0,7.75,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
243,1,2,5,0,0,1,10.5,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
244,1,3,6,0,0,1,7.125,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
245,1,3,6,0,0,1,7.225,30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
246,1,1,4,0,1,0,30.0,44.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
247,0,3,3,0,0,1,7.775,25.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
248,0,2,2,0,1,0,4.833333333333333,24.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
249,1,1,4,0,1,0,17.518066666666666,37.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
250,1,2,5,0,1,0,13.0,54.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
251,1,3,6,0,0,1,7.25,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
252,0,3,3,0,1,0,3.4875000000000003,29.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
253,1,1,4,0,0,1,26.55,62.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
254,1,3,6,0,1,0,8.05,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
255,0,3,3,0,1,0,6.7375,41.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
256,0,3,3,0,1,0,5.081933333333333,29.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
257,0,1,1,0,0,1,79.2,35.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
258,0,1,1,0,0,1,86.5,30.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
259,0,1,1,0,0,1,512.3292,35.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
260,0,2,2,0,1,0,13.0,50.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
261,1,3,6,0,0,1,7.75,25.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
262,1,3,6,1,0,0,4.483928571428572,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
263,1,1,4,0,1,0,26.55,52.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
264,1,1,4,0,0,1,30.0,40.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
265,0,3,3,0,0,1,7.75,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
266,1,2,5,0,0,1,10.5,36.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
267,1,3,6,1,0,0,6.614583333333333,16.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
268,1,3,6,0,1,0,3.8875,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
269,0,1,1,0,1,0,76.73125,58.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
270,0,1,1,0,0,1,135.6333,35.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
271,1,1,4,0,0,1,31.0,40.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
272,1,3,6,0,0,1,7.8542,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
273,0,2,2,0,1,0,9.75,41.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
274,1,1,4,0,1,0,14.85,37.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
275,0,3,3,0,0,1,7.75,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
276,0,1,1,0,1,0,38.97915,63.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
277,0,3,3,0,0,1,7.75,45.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
278,1,2,5,0,0,1,13.0,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
279,1,3,6,1,0,0,4.854166666666667,7.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
280,0,3,3,0,1,0,6.75,35.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
281,1,3,6,0,0,1,7.75,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
282,1,3,6,0,0,1,7.8542,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
283,1,3,6,0,0,1,9.5,16.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
284,1,3,6,0,0,1,8.05,19.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
285,1,1,4,0,0,1,26.0,40.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
286,1,3,6,0,0,1,8.6625,33.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
287,1,3,6,0,0,1,9.5,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
288,1,3,6,0,0,1,7.8958,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
289,1,2,5,0,0,1,13.0,42.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
290,0,3,3,0,0,1,7.75,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
291,0,1,1,0,0,1,78.85,26.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
292,0,1,1,0,1,0,45.5396,19.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
293,1,2,5,0,0,1,12.875,36.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
294,0,3,3,0,0,1,8.85,24.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
295,1,3,6,0,0,1,7.8958,24.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
296,1,1,4,0,0,1,27.7208,40.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
297,1,3,6,0,0,1,7.2292,23.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
298,0,1,1,0,1,0,37.8875,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
299,1,1,4,0,0,1,30.5,40.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
300,0,1,1,0,1,0,123.7604,50.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
301,0,3,3,0,0,1,7.75,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
302,1,3,6,0,1,0,7.75,25.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
303,1,3,6,0,0,1,7.8542,19.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
304,0,2,2,0,0,1,12.35,28.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
305,1,3,6,0,0,1,8.05,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
306,1,1,4,0,1,0,37.8875,0.92,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
307,0,1,1,0,0,1,110.8833,35.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
308,0,1,1,0,1,0,54.45,17.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
309,1,2,5,0,1,0,12.0,30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
310,0,1,1,0,0,1,56.9292,30.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
311,0,1,1,0,0,1,83.1583,24.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
312,0,1,1,1,0,0,52.475,18.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
313,0,2,2,0,1,0,8.666666666666666,26.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
314,1,3,6,0,0,1,7.8958,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
315,1,2,5,0,1,0,8.75,43.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
316,0,3,3,0,0,1,7.8542,26.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
317,0,2,2,0,1,0,13.0,24.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
318,1,2,5,0,0,1,14.0,54.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
319,0,1,1,0,1,0,54.95556666666667,31.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
320,0,1,1,0,1,0,44.833333333333336,40.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
321,1,3,6,0,0,1,7.25,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
322,1,3,6,0,0,1,7.8958,27.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
323,0,2,2,0,0,1,12.35,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
324,0,2,2,0,1,0,9.666666666666666,22.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
325,1,3,6,1,0,0,6.322727272727272,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
326,0,1,1,0,0,1,135.6333,36.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
327,1,3,6,0,0,1,6.2375,61.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
328,0,2,2,0,0,1,13.0,36.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
329,0,3,3,0,1,0,6.841666666666666,31.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
330,0,1,1,0,1,0,28.9896,16.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
331,0,3,3,0,1,0,7.75,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
332,1,1,4,0,0,1,28.5,45.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
333,1,1,4,0,1,0,76.73125,38.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
334,1,3,6,0,1,0,6.0,16.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
335,0,1,1,0,1,0,66.825,35.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
336,1,3,6,0,0,1,7.8958,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
337,1,1,4,0,1,0,33.3,29.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
338,0,1,1,0,0,1,134.5,41.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
339,1,3,6,0,0,1,8.05,45.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
340,1,1,4,0,0,1,35.5,45.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
341,1,2,5,0,1,0,8.666666666666666,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
342,0,1,1,1,0,0,43.833333333333336,24.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
343,1,2,5,0,0,1,13.0,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
344,1,2,5,0,0,1,13.0,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
345,1,2,5,0,0,1,13.0,36.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
346,0,2,2,0,0,1,13.0,24.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
347,0,2,2,0,0,1,13.0,40.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
348,0,3,3,0,1,0,8.05,21.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
349,1,3,6,0,1,0,5.3,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
350,1,3,6,0,0,1,8.6625,42.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
351,1,3,6,0,0,1,9.225,23.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
352,1,1,4,0,0,1,35.0,40.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
353,1,3,6,0,1,0,2.409733333333333,15.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
354,1,3,6,0,1,0,8.9,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
355,1,3,6,0,0,1,7.225,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
356,1,3,6,0,0,1,9.5,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
357,0,1,1,0,1,0,27.5,22.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
358,0,2,2,0,0,1,13.0,38.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
359,0,3,3,0,0,1,7.8792,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
360,0,3,3,0,0,1,7.8792,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
361,1,3,6,1,0,0,4.6499999999999995,40.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
362,1,2,5,0,1,0,13.8604,29.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
363,0,3,3,0,1,0,7.2271,45.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
364,1,3,6,0,0,1,7.05,35.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
365,1,3,6,0,1,0,7.75,25.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
366,1,3,6,0,0,1,7.25,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
367,0,1,1,0,1,0,37.625,60.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
368,0,3,3,0,0,1,7.2292,21.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
369,0,3,3,0,0,1,7.75,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
370,0,1,1,0,0,1,69.3,24.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
371,1,1,4,0,1,0,27.72085,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
372,1,3,6,0,1,0,3.2479,18.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
373,1,3,6,0,0,1,8.05,19.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
374,1,1,4,0,0,1,135.6333,22.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
375,0,3,3,1,0,0,4.215,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
376,0,1,1,0,1,0,41.0854,35.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
377,0,3,3,0,0,1,7.25,22.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
378,1,1,4,0,1,0,70.5,27.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
379,1,3,6,0,0,1,4.0125,20.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
380,1,3,6,0,0,1,7.775,19.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
381,0,1,1,0,0,1,227.525,42.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
382,0,3,3,0,1,0,5.247233333333333,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
383,1,3,6,0,0,1,7.925,32.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
384,0,1,1,0,1,0,26.0,35.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
385,1,3,6,0,0,1,7.8958,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
386,1,2,5,0,0,1,73.5,18.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
387,1,3,6,1,0,0,5.8625,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
388,0,2,2,0,0,1,13.0,36.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
389,1,3,6,0,0,1,7.7292,25.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
390,0,2,2,0,0,1,12.0,17.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
391,1,1,4,0,1,0,30.0,36.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
392,1,3,6,0,0,1,7.7958,21.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
393,1,3,6,0,1,0,2.6416666666666666,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
394,0,1,1,0,1,0,56.6375,23.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
395,0,3,3,0,1,0,5.566666666666666,24.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
396,1,3,6,0,0,1,7.7958,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
397,0,3,3,0,0,1,7.8542,31.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
398,1,2,5,0,0,1,26.0,46.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
399,1,2,5,0,0,1,10.5,23.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
400,0,2,2,0,0,1,12.65,28.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
401,1,3,6,0,0,1,7.925,39.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
402,1,3,6,0,0,1,8.05,26.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
403,0,3,3,0,1,0,4.9125,21.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
404,1,3,6,0,1,0,7.925,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
405,0,3,3,0,0,1,8.6625,20.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
406,1,2,5,0,1,0,10.5,34.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
407,1,3,6,0,0,1,7.75,51.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
408,1,2,5,0,1,0,6.25,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
409,1,3,6,0,0,1,7.775,21.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
410,0,3,3,1,0,0,5.0933399999999995,21.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
411,1,3,6,0,0,1,7.8958,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
412,1,3,6,0,0,1,6.8583,25.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
413,0,1,1,0,1,0,45.0,33.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
414,1,2,5,0,0,1,13.0,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
415,1,3,6,0,0,1,7.925,44.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
416,0,3,3,0,0,1,8.05,21.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
417,0,2,2,0,1,0,10.833333333333334,34.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
418,0,2,2,0,1,0,4.333333333333333,18.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
419,1,2,5,0,0,1,13.0,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
420,0,3,3,0,1,0,8.049999999999999,10.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
421,1,3,6,0,0,1,7.8958,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
422,1,3,6,0,0,1,7.7333,21.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
423,1,3,6,0,0,1,7.875,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
424,0,3,3,0,1,0,4.8,28.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
425,1,3,6,0,1,0,6.7375,18.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
426,1,3,6,0,0,1,7.25,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
427,0,2,2,0,1,0,13.0,28.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
428,0,2,2,0,0,1,26.0,19.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
429,1,3,6,0,0,1,7.75,25.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
430,1,3,6,0,0,1,8.05,32.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
431,1,1,4,0,0,1,26.55,28.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
432,0,3,3,0,1,0,8.05,21.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
433,0,2,2,0,1,0,13.0,42.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
434,1,3,6,0,0,1,7.125,17.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
435,1,1,4,0,1,0,27.95,50.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
436,0,1,1,0,1,0,30.0,14.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
437,0,3,3,1,0,0,6.875,21.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
438,0,2,2,1,0,0,3.125,24.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
439,1,1,4,1,0,0,43.833333333333336,64.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
440,1,2,5,0,0,1,10.5,31.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
441,0,2,2,0,1,0,8.75,45.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
442,1,3,6,0,0,1,9.5,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
443,1,3,6,0,1,0,3.8875,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
444,0,2,2,0,0,1,13.0,28.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
445,1,3,6,0,0,1,8.1125,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
446,1,1,4,0,1,0,27.2861,4.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
447,0,2,2,0,1,0,9.75,13.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
448,1,1,4,0,0,1,26.55,34.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
449,0,3,3,0,1,0,4.814575,5.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
450,1,1,4,0,0,1,30.5,52.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
